,date,ticker,weight
282,2017-06-30,6260,0.0
283,2017-06-30,6400,0.0314
284,2017-06-30,6800,0.0
285,2017-06-30,7070,0.0
286,2017-06-30,8770,0.0314
287,2017-06-30,9150,0.0129
288,2017-06-30,9830,0.0314
289,2017-06-30,10120,0.0143
290,2017-06-30,10130,0.0314
291,2017-06-30,10620,0.04
292,2017-06-30,10950,0.0329
293,2017-06-30,11070,0.0143
294,2017-06-30,11170,0.011100000000000033
295,2017-06-30,11780,0.0
296,2017-06-30,12330,0.0143
297,2017-06-30,12450,0.0114
298,2017-06-30,15760,0.0586
299,2017-06-30,16360,0.0
300,2017-06-30,20150,0.0529
301,2017-06-30,21240,0.0214
302,2017-06-30,24110,0.0
303,2017-06-30,29780,0.0214
304,2017-06-30,30200,0.0
305,2017-06-30,32640,0.0314
306,2017-06-30,32830,0.0
307,2017-06-30,33780,0.0214
308,2017-06-30,34020,0.0143
309,2017-06-30,34220,0.0
310,2017-06-30,34730,0.0143
311,2017-06-30,35250,0.0
312,2017-06-30,36460,0.0229
313,2017-06-30,36570,0.0386
314,2017-06-30,39490,0.0
315,2017-06-30,47050,0.0
316,2017-06-30,51900,0.0
317,2017-06-30,51910,0.0
318,2017-06-30,52690,0.0143
319,2017-06-30,55550,0.0
320,2017-06-30,66570,0.0129
321,2017-06-30,68270,0.0314
322,2017-06-30,71050,0.0129
323,2017-06-30,78930,0.0129
324,2017-06-30,86280,0.0
325,2017-06-30,86790,0.0229
326,2017-06-30,96770,0.0329
327,2017-06-30,97950,0.0
328,2017-06-30,105560,0.0
329,2017-06-30,111770,0.0143
330,2017-06-30,128940,0.0
331,2017-06-30,138040,0.0
332,2017-06-30,138930,0.0371
333,2017-06-30,139480,0.0
334,2017-06-30,161390,0.0
335,2017-07-31,270,0.0229
336,2017-07-31,660,0.0171
337,2017-07-31,720,0.0
338,2017-07-31,810,0.0
339,2017-07-31,880,0.0171
340,2017-07-31,990,0.0257
341,2017-07-31,1450,0.0
342,2017-07-31,1570,0.0257
343,2017-07-31,4020,0.0057
344,2017-07-31,4370,0.0
345,2017-07-31,5380,0.0057
346,2017-07-31,5490,0.0314
347,2017-07-31,5830,0.0
348,2017-07-31,5940,0.0
349,2017-07-31,6260,0.0
350,2017-07-31,6400,0.0457
351,2017-07-31,6800,0.0
352,2017-07-31,7070,0.0314
353,2017-07-31,8770,0.0486
354,2017-07-31,9150,0.0629
355,2017-07-31,9830,0.0
356,2017-07-31,10120,0.0571
357,2017-07-31,10130,0.0
358,2017-07-31,10620,0.0257
359,2017-07-31,10950,0.0171
360,2017-07-31,11070,0.0457
361,2017-07-31,11170,0.0
362,2017-07-31,11780,0.0
363,2017-07-31,12330,0.0
364,2017-07-31,12450,0.0
365,2017-07-31,15760,0.0543
366,2017-07-31,16360,0.0
367,2017-07-31,20150,0.0886
368,2017-07-31,21240,0.0171
369,2017-07-31,24110,0.0
370,2017-07-31,29780,0.0171
371,2017-07-31,30200,0.0
372,2017-07-31,32640,0.0
373,2017-07-31,32830,0.0
374,2017-07-31,33780,0.0171
375,2017-07-31,34020,0.0
376,2017-07-31,34220,0.0457
377,2017-07-31,34730,0.0
378,2017-07-31,35250,0.0
379,2017-07-31,36460,0.0057
380,2017-07-31,36570,0.0943
381,2017-07-31,39490,0.0
382,2017-07-31,47050,0.0
383,2017-07-31,51900,0.0
384,2017-07-31,51910,0.0
385,2017-07-31,52690,0.0257
386,2017-07-31,55550,0.0
387,2017-07-31,66570,0.0
388,2017-07-31,68270,0.0
389,2017-07-31,71050,0.0171
390,2017-07-31,78930,0.0
391,2017-07-31,86280,0.0
392,2017-07-31,86790,0.0057
393,2017-07-31,96770,0.0171
394,2017-07-31,97950,0.0
395,2017-07-31,105560,0.0314
396,2017-07-31,111770,0.0257
397,2017-07-31,128940,0.0457
398,2017-07-31,138040,0.0
399,2017-07-31,138930,0.0057
400,2017-07-31,139480,0.0
401,2017-07-31,161390,0.0
402,2017-08-31,270,0.0614
403,2017-08-31,660,0.0
404,2017-08-31,720,0.0129
405,2017-08-31,810,0.0
406,2017-08-31,880,0.0
407,2017-08-31,990,0.0571
408,2017-08-31,1450,0.0129
409,2017-08-31,1570,0.009800000000000022
410,2017-08-31,4020,0.0157
411,2017-08-31,4370,0.02
412,2017-08-31,5380,0.04
413,2017-08-31,5490,0.0
414,2017-08-31,5830,0.0
415,2017-08-31,5940,0.0
416,2017-08-31,6260,0.0129
417,2017-08-31,6400,0.03
418,2017-08-31,6800,0.0
419,2017-08-31,7070,0.0129
420,2017-08-31,8770,0.02
421,2017-08-31,9150,0.01
422,2017-08-31,9830,0.0286
423,2017-08-31,10120,0.0157
424,2017-08-31,10130,0.0157
425,2017-08-31,10620,0.02
426,2017-08-31,10950,0.0214
427,2017-08-31,11070,0.03
428,2017-08-31,11170,0.0
429,2017-08-31,11780,0.0157
430,2017-08-31,12330,0.0243
431,2017-08-31,12450,0.0129
432,2017-08-31,15760,0.0614
433,2017-08-31,16360,0.0
434,2017-08-31,20150,0.0329
435,2017-08-31,21240,0.0214
436,2017-08-31,24110,0.0157
437,2017-08-31,29780,0.0371
438,2017-08-31,30200,0.0
439,2017-08-31,32640,0.02
440,2017-08-31,32830,0.0
441,2017-08-31,33780,0.0214
442,2017-08-31,34020,0.0229
443,2017-08-31,34220,0.0129
444,2017-08-31,34730,0.0243
445,2017-08-31,35250,0.0
446,2017-08-31,36460,0.0286
447,2017-08-31,36570,0.0457
448,2017-08-31,39490,0.0
449,2017-08-31,47050,0.0
450,2017-08-31,51900,0.0
451,2017-08-31,51910,0.0
452,2017-08-31,52690,0.01
453,2017-08-31,55550,0.0
454,2017-08-31,66570,0.02
455,2017-08-31,68270,0.0
456,2017-08-31,71050,0.0129
457,2017-08-31,78930,0.0286
458,2017-08-31,86280,0.0
459,2017-08-31,86790,0.0129
460,2017-08-31,96770,0.0214
461,2017-08-31,97950,0.0
462,2017-08-31,105560,0.0
463,2017-08-31,111770,0.01
464,2017-08-31,128940,0.0
465,2017-08-31,138040,0.0
466,2017-08-31,138930,0.04
467,2017-08-31,139480,0.0
468,2017-08-31,161390,0.0
469,2017-09-29,270,0.0386
470,2017-09-29,660,0.0
471,2017-09-29,720,0.0
472,2017-09-29,810,0.0
473,2017-09-29,880,0.005500000000000022
474,2017-09-29,990,0.0814
475,2017-09-29,1450,0.0
476,2017-09-29,1570,0.0314
477,2017-09-29,4020,0.0143
478,2017-09-29,4370,0.0129
479,2017-09-29,5380,0.0257
480,2017-09-29,5490,0.0157
481,2017-09-29,5830,0.0
482,2017-09-29,5940,0.0
483,2017-09-29,6260,0.0
484,2017-09-29,6400,0.0357
485,2017-09-29,6800,0.0
486,2017-09-29,7070,0.02
487,2017-09-29,8770,0.0129
488,2017-09-29,9150,0.0157
489,2017-09-29,9830,0.0057
490,2017-09-29,10120,0.0057
491,2017-09-29,10130,0.0
492,2017-09-29,10620,0.0514
493,2017-09-29,10950,0.0286
494,2017-09-29,11070,0.0543
495,2017-09-29,11170,0.0
496,2017-09-29,11780,0.0057
497,2017-09-29,12330,0.0114
498,2017-09-29,12450,0.0186
499,2017-09-29,15760,0.0386
500,2017-09-29,16360,0.0
501,2017-09-29,20150,0.0543
502,2017-09-29,21240,0.0129
503,2017-09-29,24110,0.0
504,2017-09-29,29780,0.0129
505,2017-09-29,30200,0.0186
506,2017-09-29,32640,0.0
507,2017-09-29,32830,0.0
508,2017-09-29,33780,0.0129
509,2017-09-29,34020,0.05
510,2017-09-29,34220,0.0186
511,2017-09-29,34730,0.0114
512,2017-09-29,35250,0.0
513,2017-09-29,36460,0.0143
514,2017-09-29,36570,0.0057
515,2017-09-29,39490,0.0314
516,2017-09-29,47050,0.0129
517,2017-09-29,51900,0.0
518,2017-09-29,51910,0.0157
519,2017-09-29,52690,0.0314
520,2017-09-29,55550,0.0
521,2017-09-29,66570,0.0129
522,2017-09-29,68270,0.0257
523,2017-09-29,71050,0.0129
524,2017-09-29,78930,0.0
525,2017-09-29,86280,0.0
526,2017-09-29,86790,0.0271
527,2017-09-29,96770,0.0129
528,2017-09-29,97950,0.0
529,2017-09-29,105560,0.0
530,2017-09-29,111770,0.0314
531,2017-09-29,128940,0.0186
532,2017-09-29,138040,0.0
533,2017-09-29,138930,0.0257
534,2017-09-29,139480,0.0
535,2017-09-29,161390,0.0
536,2017-10-31,270,0.0057
537,2017-10-31,660,0.0314
538,2017-10-31,720,0.0
539,2017-10-31,810,0.0
540,2017-10-31,880,0.0
541,2017-10-31,990,0.0843
542,2017-10-31,1450,0.0
543,2017-10-31,1570,0.0343
544,2017-10-31,4020,0.0
545,2017-10-31,4370,0.0
546,2017-10-31,5380,0.0
547,2017-10-31,5490,0.0
548,2017-10-31,5830,0.0
549,2017-10-31,5940,0.0
550,2017-10-31,6260,0.0
551,2017-10-31,6400,0.0
552,2017-10-31,6800,0.0
553,2017-10-31,7070,0.0
554,2017-10-31,8770,0.0214
555,2017-10-31,9150,0.0214
556,2017-10-31,9830,0.0314
557,2017-10-31,10120,0.0
558,2017-10-31,10130,0.0214
559,2017-10-31,10620,0.0843
560,2017-10-31,10950,0.0371
561,2017-10-31,11070,0.05
562,2017-10-31,11170,0.0
563,2017-10-31,11780,0.0
564,2017-10-31,12330,0.0
565,2017-10-31,12450,0.05
566,2017-10-31,15760,0.0057
567,2017-10-31,16360,0.0
568,2017-10-31,20150,0.1057
569,2017-10-31,21240,0.0057
570,2017-10-31,24110,0.0
571,2017-10-31,29780,0.0057
572,2017-10-31,30200,0.0
573,2017-10-31,32640,0.0
574,2017-10-31,32830,0.0
575,2017-10-31,33780,0.0057
576,2017-10-31,34020,0.0
577,2017-10-31,34220,0.0
578,2017-10-31,34730,0.0
579,2017-10-31,35250,0.0
580,2017-10-31,36460,0.0
581,2017-10-31,36570,0.0
582,2017-10-31,39490,0.0343
583,2017-10-31,47050,0.0
584,2017-10-31,51900,0.0
585,2017-10-31,51910,0.0529
586,2017-10-31,52690,0.0343
587,2017-10-31,55550,0.0
588,2017-10-31,66570,0.0714
589,2017-10-31,68270,0.0814
590,2017-10-31,71050,0.0
591,2017-10-31,78930,0.0
592,2017-10-31,86280,0.0
593,2017-10-31,86790,0.0314
594,2017-10-31,96770,0.0371
595,2017-10-31,97950,0.0
596,2017-10-31,105560,0.0
597,2017-10-31,111770,0.0343
598,2017-10-31,128940,0.0214
599,2017-10-31,138040,0.0
600,2017-10-31,138930,0.0
601,2017-10-31,139480,0.0
602,2017-10-31,161390,0.0
603,2017-11-30,270,0.0171
604,2017-11-30,660,0.0
605,2017-11-30,720,0.0
606,2017-11-30,810,0.0
607,2017-11-30,880,0.0
608,2017-11-30,990,0.0871
609,2017-11-30,1450,0.0171
610,2017-11-30,1570,0.0171
611,2017-11-30,4020,0.0
612,2017-11-30,4370,0.0
613,2017-11-30,5380,0.0
614,2017-11-30,5490,0.0
615,2017-11-30,5830,0.0
616,2017-11-30,5940,0.0
617,2017-11-30,6260,0.0
618,2017-11-30,6400,0.0386
619,2017-11-30,6800,0.0
620,2017-11-30,7070,0.0
621,2017-11-30,8770,0.0386
622,2017-11-30,9150,0.0
623,2017-11-30,9830,0.0
624,2017-11-30,10120,0.0
625,2017-11-30,10130,0.0
626,2017-11-30,10620,0.0871
627,2017-11-30,10950,0.0171
628,2017-11-30,11070,0.0
629,2017-11-30,11170,0.0
630,2017-11-30,11780,0.0386
631,2017-11-30,12330,0.0
632,2017-11-30,12450,0.0
633,2017-11-30,15760,0.0171
634,2017-11-30,16360,0.0
635,2017-11-30,20150,0.07
636,2017-11-30,21240,0.0171
637,2017-11-30,24110,0.0
638,2017-11-30,29780,0.0171
639,2017-11-30,30200,0.0
640,2017-11-30,32640,0.0
641,2017-11-30,32830,0.0
642,2017-11-30,33780,0.0
643,2017-11-30,34020,0.0171
644,2017-11-30,34220,0.0
645,2017-11-30,34730,0.0
646,2017-11-30,35250,0.0
647,2017-11-30,36460,0.0
648,2017-11-30,36570,0.07
649,2017-11-30,39490,0.0171
650,2017-11-30,47050,0.0
651,2017-11-30,51900,0.0
652,2017-11-30,51910,0.0386
653,2017-11-30,52690,0.0871
654,2017-11-30,55550,0.0
655,2017-11-30,66570,0.0386
656,2017-11-30,68270,0.1086
657,2017-11-30,71050,0.0
658,2017-11-30,78930,0.0
659,2017-11-30,86280,0.0
660,2017-11-30,86790,0.0
661,2017-11-30,96770,0.0171
662,2017-11-30,97950,0.0386
663,2017-11-30,105560,0.0
664,2017-11-30,111770,0.0171
665,2017-11-30,128940,0.07
666,2017-11-30,138040,0.0
667,2017-11-30,138930,0.0
668,2017-11-30,139480,0.0
669,2017-11-30,161390,0.0
670,2017-12-28,270,0.0414
671,2017-12-28,660,0.0143
672,2017-12-28,720,0.0271
673,2017-12-28,810,0.0
674,2017-12-28,880,0.0
675,2017-12-28,990,0.0557
676,2017-12-28,1450,0.0
677,2017-12-28,1570,0.0286
678,2017-12-28,4020,0.0157
679,2017-12-28,4370,0.0
680,2017-12-28,5380,0.0257
681,2017-12-28,5490,0.0
682,2017-12-28,5830,0.0
683,2017-12-28,5940,0.0
684,2017-12-28,6260,0.0114
685,2017-12-28,6400,0.0
686,2017-12-28,6800,0.0
687,2017-12-28,7070,0.0129
688,2017-12-28,8770,0.0443
689,2017-12-28,9150,0.0
690,2017-12-28,9830,0.0
691,2017-12-28,10120,0.0
692,2017-12-28,10130,0.0
693,2017-12-28,10620,0.0457
694,2017-12-28,10950,0.0329
695,2017-12-28,11070,0.0343
696,2017-12-28,11170,0.0
697,2017-12-28,11780,0.0114
698,2017-12-28,12330,0.0
699,2017-12-28,12450,0.0271
700,2017-12-28,15760,0.0414
701,2017-12-28,16360,0.0
702,2017-12-28,20150,0.0457
703,2017-12-28,21240,0.0157
704,2017-12-28,24110,0.0129
705,2017-12-28,29780,0.0157
706,2017-12-28,30200,0.0
707,2017-12-28,32640,0.0114
708,2017-12-28,32830,0.0
709,2017-12-28,33780,0.0157
710,2017-12-28,34020,0.0457
711,2017-12-28,34220,0.0
712,2017-12-28,34730,0.01
713,2017-12-28,35250,0.0
714,2017-12-28,36460,0.0157
715,2017-12-28,36570,0.0271
716,2017-12-28,39490,0.0
717,2017-12-28,47050,0.0171
718,2017-12-28,51900,0.0143
719,2017-12-28,51910,0.0
720,2017-12-28,52690,0.07
721,2017-12-28,55550,0.0
722,2017-12-28,66570,0.0386
723,2017-12-28,68270,0.0429
724,2017-12-28,71050,0.0
725,2017-12-28,78930,0.0
726,2017-12-28,86280,0.0171
727,2017-12-28,86790,0.0
728,2017-12-28,96770,0.0157
729,2017-12-28,97950,0.0
730,2017-12-28,105560,0.0
731,2017-12-28,111770,0.0286
732,2017-12-28,128940,0.0443
733,2017-12-28,138040,0.0
734,2017-12-28,138930,0.0257
735,2017-12-28,139480,0.0
736,2017-12-28,161390,0.0
737,2018-01-31,270,0.04
738,2018-01-31,660,0.0
739,2018-01-31,720,0.0143
740,2018-01-31,810,0.0
741,2018-01-31,880,0.0
742,2018-01-31,990,0.0543
743,2018-01-31,1450,0.0
744,2018-01-31,1570,0.0114
745,2018-01-31,4020,0.0114
746,2018-01-31,4370,0.01
747,2018-01-31,5380,0.0243
748,2018-01-31,5490,0.02
749,2018-01-31,5830,0.0
750,2018-01-31,5940,0.0
751,2018-01-31,6260,0.0143
752,2018-01-31,6400,0.01
753,2018-01-31,6800,0.0
754,2018-01-31,7070,0.0
755,2018-01-31,8770,0.0371
756,2018-01-31,9150,0.0
757,2018-01-31,9830,0.0143
758,2018-01-31,10120,0.0
759,2018-01-31,10130,0.0
760,2018-01-31,10620,0.0757
761,2018-01-31,10950,0.0157
762,2018-01-31,11070,0.04
763,2018-01-31,11170,0.0
764,2018-01-31,11780,0.0171
765,2018-01-31,12330,0.0129
766,2018-01-31,12450,0.0343
767,2018-01-31,15760,0.05
768,2018-01-31,16360,0.0143
769,2018-01-31,20150,0.03
770,2018-01-31,21240,0.0157
771,2018-01-31,24110,0.02
772,2018-01-31,29780,0.0157
773,2018-01-31,30200,0.0214
774,2018-01-31,32640,0.0
775,2018-01-31,32830,0.0
776,2018-01-31,33780,0.0157
777,2018-01-31,34020,0.0314
778,2018-01-31,34220,0.02
779,2018-01-31,34730,0.0
780,2018-01-31,35250,0.0
781,2018-01-31,36460,0.0257
782,2018-01-31,36570,0.0
783,2018-01-31,39490,0.0
784,2018-01-31,47050,0.0443
785,2018-01-31,51900,0.0171
786,2018-01-31,51910,0.0
787,2018-01-31,52690,0.0586
788,2018-01-31,55550,0.0
789,2018-01-31,66570,0.0171
790,2018-01-31,68270,0.0471
791,2018-01-31,71050,0.0
792,2018-01-31,78930,0.0
793,2018-01-31,86280,0.0
794,2018-01-31,86790,0.0
795,2018-01-31,96770,0.0157
796,2018-01-31,97950,0.01
797,2018-01-31,105560,0.0
798,2018-01-31,111770,0.0114
799,2018-01-31,128940,0.0171
800,2018-01-31,138040,0.0
801,2018-01-31,138930,0.0443
802,2018-01-31,139480,0.0
803,2018-01-31,161390,0.0
804,2018-02-28,270,0.0214
805,2018-02-28,660,0.0143
806,2018-02-28,720,0.0086
807,2018-02-28,810,0.0143
808,2018-02-28,880,0.0
809,2018-02-28,990,0.0643
810,2018-02-28,1450,0.0157
811,2018-02-28,1570,0.0314
812,2018-02-28,4020,0.0143
813,2018-02-28,4370,0.0
814,2018-02-28,5380,0.0071
815,2018-02-28,5490,0.0
816,2018-02-28,5830,0.0
817,2018-02-28,5940,0.0
818,2018-02-28,6260,0.0
819,2018-02-28,6400,0.0186
820,2018-02-28,6800,0.0
821,2018-02-28,7070,0.0
822,2018-02-28,8770,0.03
823,2018-02-28,9150,0.0186
824,2018-02-28,9830,0.0
825,2018-02-28,10120,0.0186
826,2018-02-28,10130,0.0086
827,2018-02-28,10620,0.0571
828,2018-02-28,10950,0.0157
829,2018-02-28,11070,0.0257
830,2018-02-28,11170,0.0
831,2018-02-28,11780,0.0243
832,2018-02-28,12330,0.0071
833,2018-02-28,12450,0.0257
834,2018-02-28,15760,0.0371
835,2018-02-28,16360,0.0
836,2018-02-28,20150,0.0314
837,2018-02-28,21240,0.0157
838,2018-02-28,24110,0.0143
839,2018-02-28,29780,0.03
840,2018-02-28,30200,0.0329
841,2018-02-28,32640,0.0
842,2018-02-28,32830,0.0
843,2018-02-28,33780,0.0157
844,2018-02-28,34020,0.0314
845,2018-02-28,34220,0.0
846,2018-02-28,34730,0.0
847,2018-02-28,35250,0.0157
848,2018-02-28,36460,0.0143
849,2018-02-28,36570,0.0143
850,2018-02-28,39490,0.0329
851,2018-02-28,47050,0.0171
